0.1|10|gelu|adam|0.1128661036491394|0.9724000096321106|0.3848547339439392|0.8999999761581421
0.1|20|gelu|adam|0.11064362525939941|0.9760000109672546|0.707682728767395|0.800000011920929
0.1|30|gelu|adam|0.13312307000160217|0.9768999814987183|0.1502588987350464|0.8999999761581421
0.1|40|gelu|adam|0.14842106401920319|0.9776999950408936|0.23854295909404755|0.8999999761581421
0.1|50|gelu|adam|0.16764383018016815|0.9785000085830688|0.024685006588697433|1.0
0.2|10|gelu|adam|0.1026492565870285|0.9757000207901001|0.18914327025413513|0.8999999761581421
0.2|20|gelu|adam|0.12413059175014496|0.9745000004768372|0.024590492248535156|1.0
0.2|30|gelu|adam|0.15331541001796722|0.9778000116348267|0.5725455284118652|0.800000011920929
0.2|40|gelu|adam|0.1481730341911316|0.9785000085830688|0.6600589752197266|0.800000011920929
0.2|50|gelu|adam|0.17066732048988342|0.9787999987602234|0.25618258118629456|0.8999999761581421
0.01|10|gelu|adam|0.11331488192081451|0.9728999733924866|0.35135695338249207|0.8999999761581421
0.01|20|gelu|adam|0.12683995068073273|0.9779000282287598|0.1477363556623459|1.0
0.01|30|gelu|adam|0.16022342443466187|0.9754999876022339|0.0716562271118164|0.8999999761581421
0.01|40|gelu|adam|0.1816059798002243|0.9781000018119812|2.3114073276519775|0.6000000238418579
0.01|50|gelu|adam|0.17027907073497772|0.9793000221252441|0.3097434937953949|0.8999999761581421
0.02|10|gelu|adam|0.08211569488048553|0.9782999753952026|0.26866617798805237|0.8999999761581421
0.02|20|gelu|adam|0.11365949362516403|0.9775000214576721|0.6934155821800232|0.800000011920929
0.02|30|gelu|adam|0.15702848136425018|0.9757000207901001|1.0991573333740234|0.800000011920929
0.02|40|gelu|adam|0.19276493787765503|0.9765999913215637|0.9982327222824097|0.699999988079071
0.02|50|gelu|adam|0.18247205018997192|0.9783999919891357|1.5605984926223755|0.699999988079071
0.05|10|gelu|adam|0.08835819363594055|0.9771999716758728|0.5517070889472961|0.8999999761581421
0.05|20|gelu|adam|0.11482588201761246|0.9786999821662903|0.16317805647850037|0.8999999761581421
0.05|30|gelu|adam|0.14645417034626007|0.9778000116348267|0.02658052369952202|1.0
0.05|40|gelu|adam|0.18531690537929535|0.9750999808311462|0.9409748315811157|0.8999999761581421
0.05|50|gelu|adam|0.15848715603351593|0.9797000288963318|0.9785017967224121|0.800000011920929
0.001|10|gelu|adam|0.1136741116642952|0.9728999733924866|0.26372286677360535|0.8999999761581421
0.001|20|gelu|adam|0.13170437514781952|0.9772999882698059|0.0993402749300003|0.8999999761581421
0.001|30|gelu|adam|0.14353002607822418|0.9771000146865845|2.550502300262451|0.6000000238418579
0.001|40|gelu|adam|0.1761101633310318|0.9779999852180481|0.28726726770401|0.8999999761581421
0.001|50|gelu|adam|0.2238004207611084|0.975600004196167|0.7769896984100342|0.800000011920929
0.005|10|gelu|adam|0.08919788151979446|0.9783999919891357|0.2378993034362793|0.8999999761581421
0.005|20|gelu|adam|0.13435277342796326|0.9761000275611877|0.8220598101615906|0.699999988079071
0.005|30|gelu|adam|0.13910157978534698|0.9779999852180481|0.8436307907104492|0.8999999761581421
0.005|40|gelu|adam|0.17742402851581573|0.9783999919891357|0.07372324913740158|1.0
0.005|50|gelu|adam|0.18671375513076782|0.9778000116348267|0.46289291977882385|0.8999999761581421
